MARCA,MODELO,TRANSMISSAO,TP_COMBUSTIVEL,MOTO_SIZE,ANO,QUILOMETRAGEM,PRECO
TOYOTA, Aygo,Manual,Gasolina,1,2016,17059,6595000
TOYOTA, Aygo,Manual,Gasolina,1,2017,36905,7795000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1000,12495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1000,8595000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1000,9495000
TOYOTA, Aygo,Manual,Gasolina,1,2018,6292,8499000
TOYOTA, Aygo,Manual,Gasolina,1,2017,16933,7999000
TOYOTA, Aygo,Manual,Gasolina,1,2017,12673,7795000
TOYOTA, Aygo,Manual,Gasolina,1,2017,21400,7795000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,11879,8495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,4146,11100000
TOYOTA, Aygo,Manual,Gasolina,1,2018,10845,9299000
TOYOTA, Aygo,Manual,Gasolina,1,2017,32512,5999000
TOYOTA, Aygo,Manual,Gasolina,1,2017,17650,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1791,11995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,30191,8999000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1500,9999000
TOYOTA, Aygo,Manual,Gasolina,1,2016,43298,6950000
TOYOTA, Aygo,Manual,Gasolina,1,2015,40771,7299000
TOYOTA, Aygo,Manual,Gasolina,1,2017,14086,7850000
TOYOTA, Aygo,Manual,Gasolina,1,2018,13278,8699000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1500,9999000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1500,9999000
TOYOTA, Aygo,Manual,Gasolina,1,2017,15000,8250000
TOYOTA, Aygo,Manual,Gasolina,1,2017,23000,7800000
TOYOTA, Aygo,Manual,Gasolina,1,2017,31947,7750000
TOYOTA, Aygo,Manual,Gasolina,1,2017,30000,8000000
TOYOTA, Aygo,Manual,Gasolina,1,2016,7385,6800000
TOYOTA, Aygo,Manual,Gasolina,1,2017,16125,7282000
TOYOTA, Aygo,Manual,Gasolina,1,2017,24036,6840000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2014,44103,7140000
TOYOTA, Aygo,Manual,Gasolina,1,2017,15000,7499000
TOYOTA, Aygo,Manual,Gasolina,1,2016,25332,7850000
TOYOTA, Aygo,Manual,Gasolina,1,2017,27000,7395000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,15311,9995000
TOYOTA, Aygo,Manual,Gasolina,1,2014,18478,5999000
TOYOTA, Aygo,Manual,Gasolina,1,2014,13100,6060000
TOYOTA, Aygo,Manual,Gasolina,1,2016,31060,6270000
TOYOTA, Aygo,Manual,Gasolina,1,2016,9300,6380000
TOYOTA, Aygo,Manual,Gasolina,1,2017,19000,7250000
TOYOTA, Aygo,Manual,Gasolina,1,2017,22558,7498000
TOYOTA, Aygo,Manual,Gasolina,1,2016,36533,7999000
TOYOTA, Aygo,Manual,Gasolina,1,2015,9749,6240000
TOYOTA, Aygo,Manual,Gasolina,1,2016,8642,6770000
TOYOTA, Aygo,Manual,Gasolina,1,2018,7500,9495000
TOYOTA, Aygo,Manual,Gasolina,1,2016,32082,7999000
TOYOTA, Aygo,Manual,Gasolina,1,2017,15747,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2016,23887,5999000
TOYOTA, Aygo,Manual,Gasolina,1,2017,5985,7400000
TOYOTA, Aygo,Manual,Gasolina,1,2016,17545,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2016,21632,7499000
TOYOTA, Aygo,Manual,Gasolina,1,2014,13772,6680000
TOYOTA, Aygo,Manual,Gasolina,1,2015,40906,6220000
TOYOTA, Aygo,Manual,Gasolina,1,2016,14232,7495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,9459,8995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,9899,8700000
TOYOTA, Aygo,Manual,Gasolina,1,2016,22722,6795000
TOYOTA, Aygo,Manual,Gasolina,1,2016,22749,6495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,6482,9999000
TOYOTA, Aygo,Manual,Gasolina,1,2019,6414,9995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,14716,8222000
TOYOTA, Aygo,Manual,Gasolina,1,2018,11773,7888000
TOYOTA, Aygo,Manual,Gasolina,1,2016,13523,7999000
TOYOTA, Aygo,Manual,Gasolina,1,2017,20732,8500000
TOYOTA, Aygo,Manual,Gasolina,1,2016,30465,6695000
TOYOTA, Aygo,Manual,Gasolina,1,2017,9989,8383000
TOYOTA, Aygo,Manual,Gasolina,1,2018,4509,8495000
TOYOTA, Aygo,Manual,Gasolina,1,2017,15472,8400000
TOYOTA, Aygo,Manual,Gasolina,1,2016,11394,7200000
TOYOTA, Aygo,Manual,Gasolina,1,2018,14619,6450000
TOYOTA, Aygo,Manual,Gasolina,1,2018,12616,9999000
TOYOTA, Aygo,Manual,Gasolina,1,2019,4930,11950000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,22599,8999000
TOYOTA, Aygo,Manual,Gasolina,1,2017,14130,8200000
TOYOTA, Aygo,Manual,Gasolina,1,2018,14680,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2015,36000,6066000
TOYOTA, Aygo,Manual,Gasolina,1,2018,11378,7888000
TOYOTA, Aygo,Manual,Gasolina,1,2018,38285,6495000
TOYOTA, Aygo,Manual,Gasolina,1,2015,9447,7000000
TOYOTA, Aygo,Manual,Gasolina,1,2017,7639,7700000
TOYOTA, Aygo,Manual,Gasolina,1,2017,36376,5990000
TOYOTA, Aygo,Manual,Gasolina,1,2017,8434,6890000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,22384,8890000
TOYOTA, Aygo,Manual,Gasolina,1,2017,30023,6190000
TOYOTA, Aygo,Manual,Gasolina,1,2017,22678,7690000
TOYOTA, Aygo,Manual,Gasolina,1,2017,23786,7490000
TOYOTA, Aygo,Manual,Gasolina,1,2019,13306,9299000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3200,12000000
TOYOTA, Aygo,Manual,Gasolina,1,2019,458,12500000
TOYOTA, Aygo,Manual,Gasolina,1,2015,34113,6690000
TOYOTA, Aygo,Manual,Gasolina,1,2017,12118,6990000
TOYOTA, Aygo,Manual,Gasolina,1,2016,25374,6990000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2015,41564,7290000
TOYOTA, Aygo,Manual,Gasolina,1,2019,279,11400000
TOYOTA, Aygo,Manual,Gasolina,1,2019,812,12000000
TOYOTA, Aygo,Manual,Gasolina,1,2016,15086,6999000
TOYOTA, Aygo,Manual,Gasolina,1,2018,40138,7290000
TOYOTA, Aygo,Manual,Gasolina,1,2017,33000,6995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,10204,10995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,21540,7990000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2015,18015,8190000
TOYOTA, Aygo,Manual,Gasolina,1,2016,15138,6990000
TOYOTA, Aygo,Manual,Gasolina,1,2018,4612,7290000
TOYOTA, Aygo,Manual,Gasolina,1,2018,6537,8990000
TOYOTA, Aygo,Manual,Gasolina,1,2018,11345,7990000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3000,10495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,5000,9990000
TOYOTA, Aygo,Manual,Gasolina,1,2019,5650,9990000
TOYOTA, Aygo,Manual,Gasolina,1,2019,5000,9990000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2016,51830,7499000
TOYOTA, Aygo,Manual,Gasolina,1,2017,7749,8990000
TOYOTA, Aygo,Manual,Gasolina,1,2019,5193,9990000
TOYOTA, Aygo,Manual,Gasolina,1,2017,38855,6990000
TOYOTA, Aygo,Manual,Gasolina,1,2017,10108,6767000
TOYOTA, Aygo,Manual,Gasolina,1,2017,15981,7795000
TOYOTA, Aygo,Manual,Gasolina,1,2016,40150,6650000
TOYOTA, Aygo,Manual,Gasolina,1,2019,9529,8690000
TOYOTA, Aygo,Manual,Gasolina,1,2019,6978,9490000
TOYOTA, Aygo,Manual,Gasolina,1,2015,32851,6999000
TOYOTA, Aygo,Manual,Gasolina,1,2014,23322,5995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,16499,7250000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,8751,9595000
TOYOTA, Aygo,Manual,Gasolina,1,2018,11377,10195000
TOYOTA, Aygo,Manual,Gasolina,1,2019,10250,9500000
TOYOTA, Aygo,Manual,Gasolina,1,2018,8680,7990000
TOYOTA, Aygo,Manual,Gasolina,1,2017,29837,7395000
TOYOTA, Aygo,Manual,Gasolina,1,2019,2500,12295000
TOYOTA, Aygo,Manual,Gasolina,1,2016,20815,6290000
TOYOTA, Aygo,Manual,Gasolina,1,2019,4891,11695000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3308,10395000
TOYOTA, Aygo,Manual,Gasolina,1,2016,37000,6580000
TOYOTA, Aygo,Manual,Gasolina,1,2018,28023,6600000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,18265,9200000
TOYOTA, Aygo,Manual,Gasolina,1,2018,9895,8595000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,19452,8990000
TOYOTA, Aygo,Manual,Gasolina,1,2018,23072,8295000
TOYOTA, Aygo,Manual,Gasolina,1,2016,51820,6395000
TOYOTA, Aygo,Manual,Gasolina,1,2016,15500,6990000
TOYOTA, Aygo,Manual,Gasolina,1,2016,23530,6000000
TOYOTA, Aygo,Manual,Gasolina,1,2018,2272,8756000
TOYOTA, Aygo,Manual,Gasolina,1,2016,27198,6875000
TOYOTA, Aygo,Manual,Gasolina,1,2018,12125,10495000
TOYOTA, Aygo,Manual,Gasolina,1,2018,4346,8700000
TOYOTA, Aygo,Manual,Gasolina,1,2018,10316,7675000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,10438,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,24128,7775000
TOYOTA, Aygo,Manual,Gasolina,1,2018,13207,8669000
TOYOTA, Aygo,Manual,Gasolina,1,2018,15998,7450000
TOYOTA, Aygo,Manual,Gasolina,1,2017,30100,7695000
TOYOTA, Aygo,Manual,Gasolina,1,2014,48271,4495000
TOYOTA, Aygo,Manual,Gasolina,1,2017,5600,7195000
TOYOTA, Aygo,Manual,Gasolina,1,2018,12997,8790000
TOYOTA, Aygo,Manual,Gasolina,1,2016,31245,6100000
TOYOTA, Aygo,Manual,Gasolina,1,2019,6929,10195000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3365,8995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,1848,7495000
TOYOTA, Aygo,Manual,Gasolina,1,2016,23540,6500000
TOYOTA, Aygo,Manual,Gasolina,1,2016,26480,6440000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,3906,8495000
TOYOTA, Aygo,Manual,Gasolina,1,2017,21010,7100000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2015,44000,6995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2016,15844,7695000
TOYOTA, Aygo,Manual,Gasolina,1,2015,42305,6200000
TOYOTA, Aygo,Manual,Gasolina,1,2016,32603,6495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,5100,9295000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1900,9995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,8285,8795000
TOYOTA, Aygo,Manual,Gasolina,1,2013,35969,4750000
TOYOTA, Aygo,Manual,Gasolina,1,2017,8000,6895000
TOYOTA, Aygo,Manual,Gasolina,1,2017,14497,6795000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,18381,8495000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,15064,9495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,9800,9495000
TOYOTA, Aygo,Manual,Gasolina,1,2018,8000,9695000
TOYOTA, Aygo,Manual,Gasolina,1,2018,12987,8295000
TOYOTA, Aygo,Manual,Gasolina,1,2016,26556,6495000
TOYOTA, Aygo,Manual,Gasolina,1,2017,33663,6795000
TOYOTA, Aygo,Manual,Gasolina,1,2019,8500,8995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,13608,7795000
TOYOTA, Aygo,Manual,Gasolina,1,2017,20204,7195000
TOYOTA, Aygo,Manual,Gasolina,1,2015,40389,5995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,19321,7490000
TOYOTA, Aygo,Manual,Gasolina,1,2017,30000,7500000
TOYOTA, Aygo,Manual,Gasolina,1,2015,60000,5495000
TOYOTA, Aygo,Manual,Gasolina,1,2015,64996,4990000
TOYOTA, Aygo,Manual,Gasolina,1,2018,8890,8290000
TOYOTA, Aygo,Manual,Gasolina,1,2018,22864,6800000
TOYOTA, Aygo,Manual,Gasolina,1,2017,10489,7290000
TOYOTA, Aygo,Manual,Gasolina,1,2017,25639,6750000
TOYOTA, Aygo,Manual,Gasolina,1,2018,15996,7200000
TOYOTA, Aygo,Manual,Gasolina,1,2017,12590,7500000
TOYOTA, Aygo,Manual,Gasolina,1,2018,15124,7500000
TOYOTA, Aygo,Manual,Gasolina,1,2017,20496,6290000
TOYOTA, Aygo,Manual,Gasolina,1,2018,12000,8000000
TOYOTA, Aygo,Manual,Gasolina,1,2018,14000,8700000
TOYOTA, Aygo,Manual,Gasolina,1,2016,14850,6490000
TOYOTA, Aygo,Manual,Gasolina,1,2015,43000,6290000
TOYOTA, Aygo,Manual,Gasolina,1,2017,54049,6000000
TOYOTA, Aygo,Manual,Gasolina,1,2016,54182,5995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,12496,10000000
TOYOTA, Aygo,Manual,Gasolina,1,2015,16999,6790000
TOYOTA, Aygo,Manual,Gasolina,1,2017,40667,6000000
TOYOTA, Aygo,Manual,Gasolina,1,2014,50000,6500000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,26814,10000000
TOYOTA, Aygo,Manual,Gasolina,1,2017,14829,8695000
TOYOTA, Aygo,Manual,Gasolina,1,2016,14000,7395000
TOYOTA, Aygo,Manual,Gasolina,1,2017,9517,8100000
TOYOTA, Aygo,Manual,Gasolina,1,2017,14156,7995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,3000,11800000
TOYOTA, Aygo,Manual,Gasolina,1,2018,7096,7390000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,10059,9790000
TOYOTA, Aygo,Manual,Gasolina,1,2016,13870,6795000
TOYOTA, Aygo,Manual,Gasolina,1,2017,12344,6890000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,8363,9995000
TOYOTA, Aygo,Manual,Gasolina,1,2015,36000,6500000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3992,11995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2019,1234,10200000
TOYOTA, Aygo,Manual,Gasolina,1,2018,17641,8595000
TOYOTA, Aygo,Manual,Gasolina,1,2014,69691,5995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,17206,7495000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,8072,10800000
TOYOTA, Aygo,Manual,Gasolina,1,2016,42968,6795000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,20921,8495000
TOYOTA, Aygo,Manual,Gasolina,1,2018,27111,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,2779,9995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,21000,9295000
TOYOTA, Aygo,Manual,Gasolina,1,2018,14998,8295000
TOYOTA, Aygo,Manual,Gasolina,1,2017,21689,7695000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,9162,8495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3626,8995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,21844,7695000
TOYOTA, Aygo,Manual,Gasolina,1,2017,30266,7495000
TOYOTA, Aygo,Automático,Gasolina,1,2017,47814,6900000
TOYOTA, Aygo,Manual,Gasolina,1,2016,22761,6720000
TOYOTA, Aygo,Manual,Gasolina,1,2016,19998,7195000
TOYOTA, Aygo,Manual,Gasolina,1,2019,9623,9195000
TOYOTA, Aygo,Manual,Gasolina,1,2017,37500,5995000
TOYOTA, Aygo,Manual,Gasolina,1,2019,6800,9000000
TOYOTA, Aygo,Manual,Gasolina,1,2016,16530,8300000
TOYOTA, Aygo,Manual,Gasolina,1,2017,14869,8295000
TOYOTA, Aygo,Manual,Gasolina,1,2017,34661,8495000
TOYOTA, Aygo,Manual,Gasolina,1,2017,22814,6490000
TOYOTA, Aygo,Manual,Gasolina,1,2019,5976,8480000
TOYOTA, Aygo,Manual,Gasolina,1,2018,14696,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2016,18778,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,37277,7500000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,12008,9495000
TOYOTA, Aygo,Manual,Gasolina,1,2017,41600,7295000
TOYOTA, Aygo,Manual,Gasolina,1,2017,18310,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2019,2500,11900000
TOYOTA, Aygo,Manual,Gasolina,1,2017,9650,7450000
TOYOTA, Aygo,Manual,Gasolina,1,2016,9552,8300000
TOYOTA, Aygo,Manual,Gasolina,1,2016,21897,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,15095,7150000
TOYOTA, Aygo,Manual,Gasolina,1,2017,29527,7750000
TOYOTA, Aygo,Manual,Gasolina,1,2017,40157,8495000
TOYOTA, Aygo,Manual,Gasolina,1,2017,12203,7695000
TOYOTA, Aygo,Manual,Gasolina,1,2017,28800,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,35111,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,21779,8600000
TOYOTA, Aygo,Manual,Gasolina,1,2018,21899,7495000
TOYOTA, Aygo,Manual,Gasolina,1,2017,19996,7495000
TOYOTA, Aygo,Manual,Gasolina,1,2018,9237,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,16283,7495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,11418,9995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,20564,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,9777,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,3248,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,31612,6318000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,12109,8995000
TOYOTA, Aygo,Manual,Gasolina,1,2019,7511,9495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,4402,9495000
TOYOTA, Aygo,Manual,Gasolina,1,2015,27855,7495000
TOYOTA, Aygo,Manual,Gasolina,1,2017,17289,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2016,30586,5995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,10201,7995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,4580,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,12111,7845000
TOYOTA, Aygo,Manual,Gasolina,1,2017,3199,7991000
TOYOTA, Aygo,Manual,Gasolina,1,2018,7995,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,21917,7997000
TOYOTA, Aygo,Manual,Gasolina,1,2018,5788,8951000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2019,7922,12492000
TOYOTA, Aygo,Manual,Gasolina,1,2018,17390,7979000
TOYOTA, Aygo,Manual,Gasolina,1,2019,14076,8595000
TOYOTA, Aygo,Manual,Gasolina,1,2017,37224,6488000
TOYOTA, Aygo,Manual,Gasolina,1,2017,6122,6990000
TOYOTA, Aygo,Manual,Gasolina,1,2016,11537,7234000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2016,4079,8672000
TOYOTA, Aygo,Manual,Gasolina,1,2018,15702,7997000
TOYOTA, Aygo,Manual,Gasolina,1,2019,2030,11020000
TOYOTA, Aygo,Manual,Gasolina,1,2019,50,11995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,9965,10626000
TOYOTA, Aygo,Manual,Gasolina,1,2017,12765,7462000
TOYOTA, Aygo,Automático,Gasolina,1,2019,8560,10606000
TOYOTA, Aygo,Manual,Gasolina,1,2015,17213,6721000
TOYOTA, Aygo,Manual,Gasolina,1,2019,5621,8510000
TOYOTA, Aygo,Manual,Gasolina,1,2016,25539,7478000
TOYOTA, Aygo,Manual,Gasolina,1,2018,5431,9221000
TOYOTA, Aygo,Manual,Gasolina,1,2019,8142,8622000
TOYOTA, Aygo,Manual,Gasolina,1,2019,9762,8540000
TOYOTA, Aygo,Manual,Gasolina,1,2018,8063,8360000
TOYOTA, Aygo,Manual,Gasolina,1,2019,12565,9833000
TOYOTA, Aygo,Manual,Gasolina,1,2014,33718,5777000
TOYOTA, Aygo,Manual,Gasolina,1,2017,28980,7549000
TOYOTA, Aygo,Manual,Gasolina,1,2015,38036,6600000
TOYOTA, Aygo,Manual,Gasolina,1,2017,16811,9296000
TOYOTA, Aygo,Manual,Gasolina,1,2018,9000,8771000
TOYOTA, Aygo,Manual,Gasolina,1,2017,20352,6563000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2019,5214,11395000
TOYOTA, Aygo,Manual,Gasolina,1,2018,8799,9455000
TOYOTA, Aygo,Manual,Gasolina,1,2018,6660,8389000
TOYOTA, Aygo,Manual,Gasolina,1,2017,23437,7190000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2016,33228,7995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,24980,8789000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2016,7678,9288000
TOYOTA, Aygo,Manual,Gasolina,1,2019,10699,11495000
TOYOTA, Aygo,Manual,Gasolina,1,2018,5688,7072000
TOYOTA, Aygo,Manual,Gasolina,1,2017,37560,6488000
TOYOTA, Aygo,Manual,Gasolina,1,2017,16511,6995000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2015,42328,6778000
TOYOTA, Aygo,Manual,Gasolina,1,2018,13546,8275000
TOYOTA, Aygo,Manual,Gasolina,1,2017,8493,7976000
TOYOTA, Aygo,Manual,Gasolina,1,2018,12597,8306000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2016,41515,7695000
TOYOTA, Aygo,Manual,Gasolina,1,2016,13908,7500000
TOYOTA, Aygo,Manual,Gasolina,1,2018,36916,6895000
TOYOTA, Aygo,Manual,Gasolina,1,2018,13658,8550000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3083,9450000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1749,9450000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1202,8995000
TOYOTA, Aygo,Manual,Gasolina,1,2019,2963,9450000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3335,9450000
TOYOTA, Aygo,Manual,Gasolina,1,2018,18000,8412000
TOYOTA, Aygo,Automático,Gasolina,1,2019,9248,10067000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,8110,10299000
TOYOTA, Aygo,Manual,Gasolina,1,2013,21916,4450000
TOYOTA, Aygo,Manual,Gasolina,1,2016,18512,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2015,18040,6249000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,5893,8650000
TOYOTA, Aygo,Manual,Gasolina,1,2019,4321,8950000
TOYOTA, Aygo,Manual,Gasolina,1,2019,4282,9850000
TOYOTA, Aygo,Manual,Gasolina,1,2018,11719,8495000
TOYOTA, Aygo,Manual,Gasolina,1,2019,25,10800000
TOYOTA, Aygo,Manual,Gasolina,1,2017,24591,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2016,36189,5950000
TOYOTA, Aygo,Manual,Gasolina,1,2019,11694,8450000
TOYOTA, Aygo,Manual,Gasolina,1,2017,9697,6950000
TOYOTA, Aygo,Manual,Gasolina,1,2019,9484,8950000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3621,8950000
TOYOTA, Aygo,Manual,Gasolina,1,2017,10523,7850000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1762,9450000
TOYOTA, Aygo,Manual,Gasolina,1,2019,4664,9275000
TOYOTA, Aygo,Manual,Gasolina,1,2018,8960,8250000
TOYOTA, Aygo,Manual,Gasolina,1,2018,19266,7950000
TOYOTA, Aygo,Manual,Gasolina,1,2017,22095,7550000
TOYOTA, Aygo,Manual,Gasolina,1,2019,729,8995000
TOYOTA, Aygo,Automático,Gasolina,1,2019,2985,10950000
TOYOTA, Aygo,Manual,Gasolina,1,2019,647,9450000
TOYOTA, Aygo,Manual,Gasolina,1,2019,27,10250000
TOYOTA, Aygo,Manual,Gasolina,1,2016,22502,6950000
TOYOTA, Aygo,Manual,Gasolina,1,2018,9249,7750000
TOYOTA, Aygo,Manual,Gasolina,1,2019,6004,9450000
TOYOTA, Aygo,Manual,Gasolina,1,2017,6736,8475000
TOYOTA, Aygo,Manual,Gasolina,1,2017,31065,7250000
TOYOTA, Aygo,Manual,Gasolina,1,2018,13079,8950000
TOYOTA, Aygo,Manual,Gasolina,1,2019,2099,8625000
TOYOTA, Aygo,Manual,Gasolina,1,2019,3641,8350000
TOYOTA, Aygo,Manual,Gasolina,1,2017,10512,7450000
TOYOTA, Aygo,Manual,Gasolina,1,2017,10632,6750000
TOYOTA, Aygo,Manual,Gasolina,1,2017,15512,7800000
TOYOTA, Aygo,Manual,Gasolina,1,2017,28261,6250000
TOYOTA, Aygo,Manual,Gasolina,1,2018,10121,7250000
TOYOTA, Aygo,Manual,Gasolina,1,2019,759,9450000
TOYOTA, Aygo,Manual,Gasolina,1,2016,14700,7495000
TOYOTA, Aygo,Manual,Gasolina,1,2018,18720,7495000
TOYOTA, Aygo,Manual,Gasolina,1,2018,9500,8795000
TOYOTA, Aygo,Manual,Gasolina,1,2019,6680,11295000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2017,10826,8750000
TOYOTA, Aygo,Manual,Gasolina,1,2019,315,9450000
TOYOTA, Aygo,Manual,Gasolina,1,2019,7000,11400000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2016,10732,9895000
TOYOTA, Aygo,Manual,Gasolina,1,2017,14500,7395000
TOYOTA, Aygo,Manual,Gasolina,1,2019,8200,9995000
TOYOTA, Aygo,Manual,Gasolina,1,2016,26088,6995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,25000,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,15279,7850000
TOYOTA, Aygo,Manual,Gasolina,1,2018,10696,8250000
TOYOTA, Aygo,Manual,Gasolina,1,2019,2382,9850000
TOYOTA, Aygo,Manual,Gasolina,1,2018,14500,9995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,6500,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2018,18000,7995000
TOYOTA, Aygo,Manual,Gasolina,1,2019,5000,9495000
TOYOTA, Aygo,Manual,Gasolina,1,2018,16500,7695000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1544,9950000
TOYOTA, Aygo,Manual,Gasolina,1,2019,1998,9995000
TOYOTA, Aygo,Manual,Gasolina,1,2017,14000,8650000
TOYOTA, Aygo,Manual,Gasolina,1,2014,40000,5000000
TOYOTA, Aygo,Manual,Gasolina,1,2017,26212,7450000
TOYOTA, Aygo,Manual,Gasolina,1,2015,24481,6950000
TOYOTA, Aygo,Semi-Auto,Gasolina,1,2018,13908,9800000
TOYOTA, Aygo,Manual,Gasolina,1,2016,11400,8250000
TOYOTA, Aygo,Manual,Gasolina,1,2019,5601,9500000
TOYOTA, Aygo,Manual,Gasolina,1,2017,16500,9000000
